genotype_id,gene_symbols,zygosity,expression_direction,genetic_background,primary_system,n_phenotype_terms,is_famous,eligible,phenotype_terms,pmids,direction,aging_terms,also_developmental
MGI:5763069,Supt4a,multi-locus,mixed,involves: 129S6/SvEvTac * C57BL/6 * CBA,behavior/neurological,2,0,1,decreased body weight|impaired coordination,25760041,shortens,premature death,0
MGI:5763440,Apc,heterozygote,unknown,(MA/MyJ x C57BL/6J-Apc<Min>)F1,digestive/alimentary,1,0,1,decreased intestinal adenoma incidence,1541640,extends,extended life span,0
MGI:5763442,Rb1|Smarca4,multi-locus,decreased,involves: 129S/Sv * 129S2/SvPas * C57BL/6J * CD-1,endocrine/exocrine gland,1,0,1,increased pituitary gland tumor incidence,17637742,shortens,premature death,0
MGI:5763489,Serpine1,homozygote,unknown,involves: 129 * C57BL/6,immune system,1,1,1,decreased susceptibility to endotoxin shock,25799354,protective,decreased susceptibility to xenobiotic induced morbidity/mortality,0
MGI:5763490,Serpine1,homozygote,decreased,involves: 129S2/SvPas,immune system,1,1,1,decreased susceptibility to endotoxin shock,25799354,protective,decreased susceptibility to xenobiotic induced morbidity/mortality,0
MGI:5765997,Ccdc88b,homozygote,decreased,involves: C57BL/6J * C57BL/10J,immune system,6,0,1,"decreased susceptibility to parasitic infection|decreased T cell proliferation|decreased CD8-positive, alpha-beta T cell number|decreased tumor necrosis factor secretion|decreased interferon-gamma secretion|increased myeloid cell number",25403443,protective,decreased susceptibility to parasitic infection induced morbidity/mortality,0
MGI:5765999,Ccdc88b,homozygote,decreased,involves: 129S1/SvImJ * C57BL/6J * C57BL/10J,,0,0,1,,25403443,protective,decreased susceptibility to parasitic infection induced morbidity/mortality,0
MGI:5766287,Gldc,homozygote,decreased,B6.129P2-Gldc<Gt(EUCG0001d02)Hmgu>,nervous system,14,0,1,enlarged cranium|domed cranium|exencephaly|incomplete rostral neuropore closure|open neural tube|hydrocephaly|intracranial hemorrhage|abnormal neural tube morphology|embryonic growth retardation|abnormal embryonic neuroepithelium morphology|abnormal folic acid level|enlarged brain ventricles|hyperglycinuria|increased circulating glycine level,25736695,shortens,premature death,0
MGI:5766492,,multi-locus,none,involves: FVB/N,integument,8,0,1,enlarged spleen|enlarged lymph nodes|epidermal hyperplasia|abnormal dermal layer morphology|postnatal growth retardation|increased B cell derived lymphoma incidence|increased leukemia incidence|abnormal skin morphology,20223922,shortens,premature death,1
MGI:5766494,,multi-locus,none,involves: FVB/N,integument,7,0,1,enlarged spleen|enlarged lymph nodes|epidermal hyperplasia|abnormal dermal layer morphology|increased B cell derived lymphoma incidence|increased leukemia incidence|abnormal skin morphology,20223922,shortens,premature death,1
MGI:5766996,Scn8a,homozygote,decreased,B6J.C-Scn8a<9J>/Mm,behavior/neurological,10,0,1,tremors|muscle weakness|decreased body weight|ataxia|abnormal gait|abnormal motor capabilities/coordination/movement|abnormal neuron physiology|dystonia|decreased nerve conduction velocity|decreased grip strength,26807988,shortens,premature death,0
MGI:5767123,Gbe1,homozygote,decreased,involves: 129S7/SvEvBrd,homeostasis/metabolism,4,0,1,increased glycogen level|increased liver glycogen level|abnormal muscle glycogen level|increased brain glycogen level,26385640,shortens,premature death,0
MGI:5767124,Gbe1,homozygote,decreased,involves: 129S7/SvEvBrd,homeostasis/metabolism,12,0,1,weakness|hindlimb paralysis|abnormal glucose homeostasis|liver fibrosis|increased glycogen level|decreased grip strength|increased circulating creatine kinase level|increased liver glycogen level|spasticity|decreased fasting circulating glucose level|abnormal muscle glycogen level|increased brain glycogen level,26385640,shortens,premature death,0
MGI:5767290,,hemizygote,increased,B6.Cg-Tg(Ckm-DNAJB6_ib*F93L)#Ccwe,muscle,5,0,1,progressive muscle weakness|myopathy|abnormal muscle fiber morphology|abnormal Z line morphology|decreased grip strength,26362252,shortens,premature death,0
MGI:5770439,26Sor|Pten,multi-locus,none,involves: 129P2/OlaHsd * C57BL/6 * DBA/2,neoplasm,2,1,1,increased lung tumor incidence|increased pancreas tumor incidence,22863881,shortens,premature death,0
MGI:5770580,Nabp2,homozygote,decreased,involves: 129S7/SvEvBrd * C57BL/6,cellular,2,0,1,increased spleen red pulp amount|chromosomal instability,23459151,shortens,premature death,0
MGI:5771694,Nat8l,homozygote,decreased,involves: 129P2/OlaHsd * C57BL/6,homeostasis/metabolism,3,0,1,abnormal brain morphology|abnormal enzyme/coenzyme level|abnormal enzyme/coenzyme activity,26511242,shortens,premature death,0
MGI:5771696,Aspa|Nat8l,multi-locus,decreased,involves: 129P2/OlaHsd * C57BL/6 * C57BL/6J,cellular,2,0,1,abnormal astrocyte morphology|abnormal enzyme/coenzyme level,26511242,shortens,premature death,0
MGI:5771812,Slc1a2,multi-locus,none,involves: 129S4/SvJae * 129S4/SvJaeSor * C57BL/6,nervous system,3,0,1,seizures|abnormal brain wave pattern|slow postnatal weight gain,25834045,shortens,premature death,0
MGI:5771897,Fen1,homozygote,unknown,Not Specified,immune system,22,0,1,extramedullary hematopoiesis|lymphoid hyperplasia|enlarged spleen|lung inflammation|interstitial pneumonia|increased lung adenocarcinoma incidence|increased lung adenoma incidence|chronic inflammation|glomerulonephritis|increased anti-double stranded DNA antibody level|increased anti-nuclear antigen antibody level|increased susceptibility to autoimmune disorder|abnormal cell physiology|increased liver tumor incidence|increased plasma cell number|increased cellular sensitivity to methylmethanesulfonate induced cell death|chromosomal instability|increased sensitivity to induced cell death|increased gonad tumor incidence|increased kidney apoptosis|renal glomerular immunoglobulin deposits|increased lung apoptosis,17589521,shortens,premature death,0
MGI:5775189,26Sor|Eng,multi-locus,none,involves: 129P2/OlaHsd * 129S1/Sv * 129X1/SvJ,cardiovascular system,6,0,1,decreased locomotor activity|dehydration|hemorrhage|abnormal vascular wound healing|diarrhea|arteriovenous malformation,24520391|24520391|25082229|25082229,shortens,moribund,0
MGI:5775199,Acvrl1,multi-locus,none,involves: 129 * C57BL/6,cardiovascular system,4,0,1,abnormal vascular wound healing|arteriovenous malformation|gastrointestinal arteriovenous malformation|large intestine hemorrhage,25082229,shortens,moribund,0
MGI:5775294,Eng,multi-locus,none,involves: 129P2/OlaHsd * C57BL/6 * SJL,cardiovascular system,4,0,1,abnormal blood vessel morphology|hemorrhage|arteriovenous malformation|gastrointestinal arteriovenous malformation,24520391,shortens,premature death,0
MGI:5775543,Pax8,compound/other,none,B6.129(Cg)-Pax8<tm1Rdl> Pax8<tm1.1(cre)Mbu>,endocrine/exocrine gland,12,0,1,delayed ear emergence|abnormal thyroid gland morphology|decreased body weight|decreased body size|delayed eyelid opening|small thyroid gland|decreased activity of thyroid gland|abnormal thyroid follicle morphology|abnormal thyroid follicular cell morphology|increased circulating thyroid-stimulating hormone level|decreased circulating thyroxine level|increased apoptosis,25127920,shortens,premature death,0
MGI:5776481,,homozygote,increased,involves: C57BL/6 * DBA,nervous system,2,0,1,astrocytosis|dysmyelination,7512350,shortens,premature death,0
MGI:5776482,,multi-locus,increased,involves: C57BL/6 * DBA,nervous system,3,0,1,convulsive seizures|astrocytosis|dysmyelination,7512350,shortens,premature death,0
MGI:5776487,Fbxo41,homozygote,decreased,involves: C57BL/6NTac,behavior/neurological,13,0,1,tremors|small cerebellum|abnormal cerebellum external granule cell layer morphology|abnormal cerebellar molecular layer|decreased body weight|ataxia|impaired coordination|abnormal gait|limb grasping|impaired balance|postnatal growth retardation|decreased brain weight|abnormal neuronal migration,26063905,shortens,premature death,0
MGI:5779402,C9orf72,homozygote,decreased,involves: C57BL/6 * C57BL/6N,immune system,12,0,1,decreased hematocrit|increased neutrophil cell number|enlarged spleen|decreased body weight|abnormal social investigation|impaired coordination|abnormal cervical lymph node morphology|decreased hemoglobin content|decreased lymphocyte cell number|enlarged cervical lymph nodes|abnormal lymph node cell ratio|abnormal celiac lymph node morphology,27112497,shortens,premature death,0
MGI:5779417,,hemizygote,increased,involves: C57BL/6J * CBA/Ca,nervous system,11,0,1,weakness|abnormal myelination|demyelination|abnormal gait|reduced female fertility|male infertility|axon degeneration|increased Schwann cell number|abnormal submucous nerve plexus morphology|decreased myelin sheath thickness|dysmyelination,12090404,shortens,premature death,0
MGI:5779541,Apc|Pten,multi-locus,decreased,involves: 129P2/OlaHsd * 129S4/SvJae,endocrine/exocrine gland,2,1,1,increased ovarian carcinoma incidence|hemorrhagic ascites,17418409,shortens,decreased tumor-free survival time,0
MGI:5780064,Zfp106,homozygote,decreased,involves: C57BL/6Brd * C57BL/6Dnk * C57BL/6N,muscle,41,0,1,kyphosis|tremors|motor neuron degeneration|abnormal spinal cord morphology|small dorsal root ganglion|small L4 dorsal root ganglion|small L5 dorsal root ganglion|weight loss|decreased locomotor activity|impaired coordination|abnormal gait|limb grasping|impaired limb coordination|abnormal muscle physiology|gliosis|neurodegeneration|chromatolysis|abnormal soleus morphology|abnormal gastrocnemius morphology|abnormal redox activity|astrocytosis|abnormal muscle electrophysiology|positive geotaxis|abnormal axon morphology|axon degeneration|abnormal mitochondrial physiology|abnormal lumbar dorsal root ganglion morphology|microgliosis|increased variability of skeletal muscle fiber size|centrally nucleated skeletal muscle fibers|decreased skeletal muscle fiber number|abnormal skeletal muscle fiber type ratio|skeletal muscle fiber atrophy|skeletal muscle atrophy|skeletal muscle fibrosis|decreased gastrocnemius weight|decreased soleus weight|decreased tibialis anterior weight|decreased grip strength|abnormal mitochondrial ATP synthesis coupled electron transport|increased spinal cord apoptosis,26604141,shortens,premature death,0
MGI:5780071,Ighg1|Kmt2d,multi-locus,increased,involves: 129P2/OlaHsd * C57BL/6 * C57BL/6J,neoplasm,2,0,1,increased B cell derived lymphoma incidence|increased follicular lymphoma incidence,26366712,shortens,premature death,0
MGI:5780072,Ighg1|Kmt2d,multi-locus,increased,involves: 129P2/OlaHsd * C57BL/6 * C57BL/6J,neoplasm,2,0,1,increased B cell derived lymphoma incidence|increased follicular lymphoma incidence,26366712,shortens,premature death,0
MGI:5780313,Ap1m2,homozygote,decreased,involves: 129P2/OlaHsd * C57BL/6 * CD-1,digestive/alimentary,17,0,1,abnormal intestinal epithelium morphology|abnormal small intestine morphology|decreased body weight|postnatal growth retardation|abnormal small intestine crypts of Lieberkuhn morphology|increased circulating cholesterol level|decreased circulating serum albumin level|decreased circulating glucose level|duodenum polyps|abnormal small intestinal villus morphology|abnormal small intestinal microvillus morphology|abnormal intestine physiology|abnormal small intestinal crypt cell proliferation|enlarged duodenum|abnormal duodenum crypts of Lieberkuhn morphology|abnormal jejunum crypts of Lieberkuhn morphology|decreased small intestinal villus height,23684748,shortens,premature death,0
MGI:5780554,26Sor|Pgr|Pten,multi-locus,none,involves: 129S1/Sv * 129S4/SvJae * 129X1/SvJ * C57BL/6,reproductive system,4,1,1,increased papilloma incidence|increased uterus weight|endometrium hyperplasia|abnormal uterus physiology,25377472,shortens,premature death,0
MGI:5780749,,multi-locus,increased,involves: FVB/N,cardiovascular system,13,0,1,decreased body size|cardiac hypertrophy|abnormal cardiac muscle contractility|decreased cardiac output|abnormal sinus arrhythmia|abnormal myocardial fiber physiology|decreased heart rate|abnormal action potential|increased heart ventricle muscle contractility|ventricular fibrillation|ventricular tachycardia|increased heart left ventricle size|increased cardiac stroke volume,22081699,shortens,premature death,0
MGI:5780999,Ptch1,multi-locus,none,involves: 129 * C57BL/6 * FVB/NJ,skeleton,1,0,1,abnormal bone ossification,24141783,shortens,premature death,0
MGI:5781118,Trex1,homozygote,altered,involves: 129S1/SvImJ * 129S4/SvJae * 129S6/SvEvTac,immune system,34,0,1,"abnormal heart morphology|enlarged heart|lymphoid hyperplasia|enlarged spleen|enlarged lymph nodes|atelectasis|abnormal T cell activation|increased inflammatory response|heart inflammation|abnormal atrial thrombosis|vascular inflammation|pancreas inflammation|salivary gland inflammation|decreased litter size|abnormal kidney morphology|increased IgG level|abnormal immune system organ morphology|glomerulonephritis|dilated heart atrium|increased anti-double stranded DNA antibody level|increased susceptibility to systemic lupus erythematosus|increased spleen weight|increased regulatory T cell number|increased B cell number|congestive heart failure|dilated heart ventricle|increased CD4-positive, alpha-beta T cell number|increased plasma cell number|lacrimal gland inflammation|increased splenocyte number|liver vascular congestion|tubulointerstitial nephritis|renal glomerular immunoglobulin deposits|bronchiolitis",25848017,shortens,premature death,0
MGI:5787929,Nf1|Pten,multi-locus,decreased,B6.Cg-Tg(Mx1-cre)1Cgn Nf1<tm1Fcr> Pten<tm1Hwu>,hematopoietic system,23,1,1,increased leukocyte cell number|increased monocyte cell number|increased granulocyte number|decreased bone marrow cell number|abnormal liver morphology|enlarged liver|abnormal spleen morphology|enlarged spleen|abnormal lung morphology|anemia|increased tumor incidence|abnormal bone marrow morphology|decreased hemoglobin content|increased liver weight|abnormal hematopoietic stem cell morphology|increased spleen weight|decreased lymphocyte cell number|decreased B cell number|decreased T cell number|increased macrophage cell number|thrombocytosis|abnormal hemopoiesis|increased T cell acute lymphoblastic leukemia incidence,26764354,shortens,premature death,0
MGI:5787932,Pten,multi-locus,none,B6.Cg-Tg(Mx1-cre)1Cgn Pten<tm1Hwu>,hematopoietic system,14,1,1,increased monocyte cell number|increased granulocyte number|enlarged spleen|anemia|increased tumor incidence|increased liver weight|abnormal liver size|increased spleen weight|decreased lymphocyte cell number|decreased B cell number|decreased T cell number|increased macrophage cell number|thrombocytosis|increased T cell acute lymphoblastic leukemia incidence,26764354,shortens,premature death,0
MGI:5788287,,multi-locus,increased,involves: FVB/N,growth/size/body region,7,0,1,brittle teeth|postnatal growth retardation|abnormal dentin morphology|abnormal dental pulp cavity morphology|abnormal incisor morphology|abnormal mastication|abnormal dentin mineralization,22508542,shortens,premature death,0
MGI:5788591,,hemizygote,increased,involves: FVB/N,neoplasm,9,0,1,hindlimb paralysis|increased metastatic potential|intestinal obstruction|kidney failure|abnormal spinal cord ventral horn morphology|ectopic melanocytes|ectopic skeletal muscle|increased melanoma incidence|increased cutaneous melanoma incidence,8650184|9823327,shortens,premature death,0
MGI:5789334,,hemizygote,increased,involves: C57BL/6Cr,neoplasm,3,0,1,increased lung adenocarcinoma incidence|increased lung tumor incidence|increased lung carcinoma incidence,19690148,shortens,premature death,0
MGI:5789375,Alk,multi-locus,increased,involves: 129S2/SvPas * 129X1/SvJ * BALB/c * C57BL/6 * C57BL/6J,neoplasm,1,0,1,increased neuroblastoma incidence,24811913|29321660|29321660,shortens,premature death,0
MGI:5789376,Alk,multi-locus,increased,involves: 129S2/SvPas * 129X1/SvJ * BALB/c * C57BL/6 * C57BL/6J,neoplasm,1,0,1,increased neuroblastoma incidence,24811913|29321660|29321660,shortens,premature death,0
MGI:5789554,,hemizygote,increased,involves: FVB/N,endocrine/exocrine gland,15,0,1,ruffled hair|hydronephrosis|enlarged adrenal glands|prostate gland hyperplasia|increased metastatic potential|increased adrenal gland tumor incidence|enlarged kidney|abnormal distal convoluted tubule morphology|lethargy|increased blood urea nitrogen level|slow postnatal weight gain|increased urinary bladder transitional cell carcinoma incidence|increased mesothelioma incidence|increased prostate gland tumor incidence|abnormal seminal vesicle epithelium morphology,10980120,shortens,premature death,0
MGI:5789929,,compound/other,increased,involves: FVB/N,renal/urinary system,8,0,1,hydronephrosis|abnormal urinary bladder urothelium morphology|enlarged kidney|large ureter|kidney failure|increased urinary system tumor incidence|kidney papillary atrophy|enlarged urinary bladder,11360181,shortens,premature death,0
MGI:5789945,Chrnb2,homozygote,unknown,B6.129-Chrnb2<tm1.1Cont>,behavior/neurological,9,0,1,decreased anxiety-related response|abnormal associative learning|enhanced coordination|abnormal behavior|fragmentation of sleep/wake states|abnormal habituation to a new environment|increased susceptibility to induction of seizure by inducing agent|abnormal behavioral response to nicotine|increased locomotor activity,20603624,shortens,premature death,0
MGI:5789948,Trim37,homozygote,decreased,B6J.129P2-Trim37<Gt(RRO307)Byg>,reproductive system,41,0,1,abnormal liver morphology|enlarged liver|dilated liver sinusoidal space|enlarged spleen|small gonad|abnormal ovary morphology|small testis|increased Leydig cell number|weight loss|decreased locomotor activity|increased circulating follicle stimulating hormone level|increased circulating luteinizing hormone level|infertility|male infertility|female infertility|abnormal pancreas morphology|ovary cyst|increased tumor incidence|increased carcinoma incidence|hepatic steatosis|decreased circulating insulin level|abnormal Leydig cell morphology|enlarged pancreas|abnormal trabecula carnea morphology|absent oocytes|absent germ cells|ascites|cardiomyopathy|small cranium|decreased oocyte number|increased medulloblastoma incidence|abnormal male germ cell morphology|increased ovary tumor incidence|decreased cranium width|increased liver triglyceride level|decreased respiratory quotient|decreased food intake|decreased fluid intake|increased lymphoma incidence|increased fasting circulating glucose level|testis degeneration,27044324,shortens,premature death,0
MGI:5789953,Pten|Stk11,multi-locus,decreased,involves: 129P2/OlaHsd * C57BL/6 * C57BL/6J * CBA,renal/urinary system,5,1,1,abnormal urinary bladder urothelium morphology|increased urinary bladder carcinoma incidence|urinary bladder obstruction|abnormal urinary bladder mucosa morphology|enlarged urinary bladder,21283818,shortens,premature death,0
MGI:5789968,Trex1,homozygote,decreased,involves: 129P2/OlaHsd * 129S4/SvJaeSor * C57BL/6N,immune system,6,0,1,increased inflammatory response|heart inflammation|kidney inflammation|stomach inflammation|increased autoantibody level|myositis,27496731,shortens,premature death,0
MGI:5789969,Trex1,multi-locus,decreased,involves: 129P2/OlaHsd * 129S4/SvJaeSor * C57BL/6N,immune system,6,0,1,increased inflammatory response|heart inflammation|kidney inflammation|stomach inflammation|increased autoantibody level|myositis,27496731,shortens,premature death,0
MGI:5790350,Trex1,multi-locus,decreased,involves: 129P2/OlaHsd * 129S4/SvJaeSor * C57BL/6N,immune system,6,0,1,increased inflammatory response|heart inflammation|kidney inflammation|stomach inflammation|increased autoantibody level|myositis,27496731,shortens,premature death,0
MGI:5790354,Trp53,compound/other,decreased,involves: 129S2/SvPas * 129S6/SvEvTac * C57BL/6 * C57BL/6NTac,neoplasm,11,1,1,increased B cell derived lymphoma incidence|increased T cell derived lymphoma incidence|increased leukemia incidence|increased sarcoma incidence|increased carcinoma incidence|decreased cellular sensitivity to gamma-irradiation|increased hematopoietic stem cell number|abnormal mesenchyme morphology|increased reproductive system tumor incidence|decreased tumor latency|increased lymphoma incidence,23538418,shortens,premature death,0
MGI:5790355,Trp53,homozygote,none,involves: 129S6/SvEvTac * C57BL/6 * C57BL/6NTac,neoplasm,3,1,1,increased B cell derived lymphoma incidence|increased T cell derived lymphoma incidence|decreased tumor latency,23538418,shortens,premature death,0
MGI:5790358,Trp53,compound/other,decreased,involves: 129S2/SvPas * 129S6/SvEvTac * C57BL/6 * C57BL/6NTac,neoplasm,8,1,1,increased B cell derived lymphoma incidence|increased T cell derived lymphoma incidence|increased sarcoma incidence|increased carcinoma incidence|decreased cellular sensitivity to gamma-irradiation|increased hematopoietic stem cell number|increased reproductive system tumor incidence|increased lymphoma incidence,23538418,shortens,premature death,0
MGI:5790360,Trp53,homozygote,none,involves: 129S6/SvEvTac * C57BL/6 * C57BL/6NTac,neoplasm,2,1,1,increased B cell derived lymphoma incidence|increased T cell derived lymphoma incidence,23538418,shortens,premature death,0
MGI:5790497,Ctnnb1,multi-locus,increased,involves: 129X1/SvJ * FVB/N,renal/urinary system,2,0,1,hematuria|increased urinary bladder carcinoma incidence,21368895,shortens,premature death,0
MGI:5790498,Cdkn1a|Ctnnb1,multi-locus,decreased,involves: 129S6/SvEvTac * 129X1/SvJ * FVB/N,neoplasm,1,1,1,increased urinary bladder carcinoma incidence,21368895,shortens,premature death,0
MGI:5790500,Ctnnb1|Kras,multi-locus,decreased,involves: 129S4/SvJae * 129X1/SvJ * FVB/N,neoplasm,1,0,1,increased urinary bladder carcinoma incidence,21368895,shortens,premature death,0
MGI:5790646,Gnptab,homozygote,unknown,involves: BALB/cAnNHsd * C3H/HeNHsd,nervous system,38,0,1,kyphosis|abnormal chondrocyte morphology|flattened snout|progressive muscle weakness|decreased brain size|Purkinje cell degeneration|abnormal cerebellar molecular layer|demyelination|thick skin|decreased body size|ataxia|impaired coordination|abnormal gait|limb grasping|postnatal growth retardation|brain inflammation|abnormal pancreas morphology|abnormal fertility/fecundity|astrocytosis|abnormal facial morphology|abnormal cerebellar cortex morphology|abnormal spine curvature|lysosomal protein accumulation|abnormal skeleton morphology|abnormal enzyme/coenzyme activity|thick eyelids|abnormal hippocampus CA1 region morphology|abnormal hippocampus CA3 region morphology|penis prolapse|abnormal pancreatic acinar cell morphology|abnormal cerebellum white matter morphology|axonal spheroids|brain atrophy|Purkinje cell axonal dystrophy|abnormal cognition|cerebellum atrophy|increased skin stiffness|small nasal bridge,25107912,shortens,premature death,1
MGI:5790716,Scube1,homozygote,decreased,Not Specified,homeostasis/metabolism,3,0,1,increased bleeding time|decreased platelet aggregation|decreased susceptibility to induced thrombosis,24833801,protective,decreased susceptibility to induced morbidity/mortality,0
MGI:5791914,,hemizygote,increased,involves: C57BL/6,neoplasm,1,0,1,increased medulloblastoma incidence,25348795,shortens,decreased tumor-free survival time,0
MGI:5791918,Jhy,homozygote,decreased,involves: FVB/N,nervous system,10,0,1,domed cranium|weight loss|ataxia|hydrocephaly|neurodegeneration|enlarged lateral ventricles|abnormal brain ependyma motile cilium morphology|abnormal brain ependyma motile cilium location or orientation|decreased brain ependyma motile cilium length|decreased brain ependyma motile cilium number,23906841,shortens,premature death,0
MGI:5792340,Bcat2,homozygote,decreased,involves: BALB/c * C3H/HeH * C57BL/6J,,0,0,1,,27534441,shortens,premature death,0
MGI:5792566,Fermt2,multi-locus,none,B6.Cg-Fermt2<tm1.1Gxo> Tg(Col2a1-cre)1Bhr,skeleton,15,0,1,decreased bone mineral density|kyphosis|short limbs|decreased body size|postnatal growth retardation|respiratory distress|abnormal long bone epiphyseal plate morphology|delayed endochondral bone ossification|small vertebrae|vertebral compression|decreased length of long bones|abnormal skeleton morphology|small thoracic cage|decreased trabecular bone volume|decreased femur compact bone thickness,26151572,shortens,premature death,0
MGI:5792683,,hemizygote,increased,involves: C57BL/6,neoplasm,1,0,1,decreased metastatic potential,25775533,protective,decreased susceptibility to induced morbidity/mortality,0
MGI:5792710,Snrk,multi-locus,none,involves: C57BL/6J * FVB/N,cardiovascular system,3,0,1,abnormal lipid level|abnormal heart left ventricle morphology|decreased heart left ventricle muscle contractility,25505152,shortens,premature death,0
MGI:5792711,Snrk,multi-locus,none,involves: C57BL/6J * FVB/N,,0,0,1,,25505152,shortens,premature death,0
MGI:5792841,26Sor|Nkx2-5,multi-locus,none,involves: 129S7/SvEvBrd * C57BL/6,cardiovascular system,10,0,1,enlarged heart|abnormal myocardial fiber morphology|increased heart weight|abnormal myocardial fiber physiology|decreased myocardial fiber size|decreased cardiac muscle contractility|increased fetal cardiomyocyte proliferation|decreased polyploid cardiomyocyte number|increased binucleate cardiomyocyte number|increased myocardial fiber apoptosis,25787764,shortens,premature death,0
MGI:5795857,Wipf1,homozygote,decreased,involves: 129S6/SvEvTac * C57BL/6,immune system,31,0,1,increased monocyte cell number|increased granulocyte number|abnormal stomach glandular epithelium morphology|crypts of Lieberkuhn abscesses|abnormal spleen morphology|enlarged spleen|abnormal thymus morphology|lung inflammation|interstitial pneumonia|abnormal lymph node B cell domain morphology|abnormal Peyer's patch T cell area morphology|abnormal bone marrow cell morphology/development|abnormal lymphopoiesis|increased IgA level|glomerulonephritis|colitis|joint inflammation|increased autoantibody level|abnormal gastric surface mucous cell morphology|decreased thymus weight|decreased lymphocyte cell number|decreased B cell number|glomerulosclerosis|decreased follicular B cell number|decreased marginal zone B cell number|increased spleen red pulp amount|decreased spleen white pulp amount|abnormal glomerular mesangium morphology|abnormal alpha-beta T cell morphology|abnormal hemopoiesis|impaired erythropoiesis,17086554,shortens,premature death,0
MGI:5796026,Prkar1a,multi-locus,increased,involves: 129S1/Sv * 129X1/SvJ * FVB/N,behavior/neurological,3,0,1,paralysis|abnormal motor capabilities/coordination/movement|increased osteosarcoma incidence,20697156,shortens,premature death,0
MGI:5796036,,hemizygote,increased,FVB/N-Tg(Bglap2-TAg)1Rkho,neoplasm,3,0,1,increased metastatic potential|increased osteosarcoma incidence|increased skeletal tumor incidence,20697156,shortens,decreased tumor-free survival time,0
MGI:5796111,26Sor,multi-locus,none,involves: 129S/SvEv * C57BL/6 * DBA/2,nervous system,14,0,1,demyelination|weight loss|ataxia|abnormal motor coordination/balance|increased activated T cell number|autoimmune response|seizures|abnormal nervous system morphology|lymph node inflammation|axon degeneration|CNS inflammation|abnormal brain white matter morphology|decreased oligodendrocyte number|decreased myelin sheath thickness,26656646,shortens,premature death,0
MGI:5796161,Rb1|Trp53,multi-locus,none,involves: 129 * 129P2/OlaHsd * FVB/N,neoplasm,1,1,1,increased osteosarcoma incidence,26659571,shortens,premature death,0
MGI:5796164,Rb1|Trp53,multi-locus,none,involves: 129 * 129P2/OlaHsd * FVB/N,neoplasm,1,1,1,increased osteosarcoma incidence,26659571,shortens,premature death,0
MGI:5796166,Prkar1a|Rb1|Trp53,multi-locus,none,involves: 129 * 129P2/OlaHsd * 129S1/Sv * 129X1/SvJ * FVB/N,cellular,2,1,1,increased osteosarcoma incidence|increased cell migration,26659571,shortens,premature death,0
MGI:5796167,Prkar1a|Rb1|Trp53,multi-locus,none,involves: 129 * 129P2/OlaHsd * 129S1/Sv * 129X1/SvJ * FVB/N,neoplasm,1,1,1,increased osteosarcoma incidence,26659571,shortens,premature death,0
MGI:5796169,Prkar1a|Trp53,multi-locus,none,involves: 129P2/OlaHsd * 129S1/Sv * 129X1/SvJ * FVB/N,neoplasm,1,1,1,increased osteosarcoma incidence,26659571,shortens,premature death,0
MGI:5796170,,hemizygote,increased,involves: FVB/N,neoplasm,1,0,1,increased osteosarcoma incidence,26659571,shortens,premature death,0
MGI:5796293,Lmod2,homozygote,decreased,involves: FVB/N,cardiovascular system,17,0,1,abnormal myocardial fiber morphology|thin ventricular wall|decreased body weight|decreased locomotor activity|trunk curl|respiratory distress|dilated cardiomyopathy|increased heart weight|abnormal sarcomere morphology|abnormal Z line morphology|absent M line|decreased cardiac muscle contractility|congestive heart failure|abnormal intercalated disk morphology|dilated heart ventricle|ventricular arrhythmia|prolonged corrected QT interval,27274810,shortens,premature death,0
MGI:5796298,Foxp3|Pdcd1,multi-locus,decreased,involves: 129 * 129S2/SvPas * C57BL/6,immune system,9,0,1,enlarged spleen|spleen hyperplasia|enlarged lymph nodes|pancreas inflammation|increased susceptibility to autoimmune disorder|lymph node hyperplasia|decreased circulating lipase level|pancreas atrophy|increased effector memory T-helper cell number,27410049,shortens,premature death,0
MGI:5796346,Foxp3|Pdcd1,multi-locus,decreased,involves: 129 * 129S2/SvPas * C57BL/6,,0,0,1,,27410049,shortens,premature death,0
MGI:5796492,,hemizygote,increased,involves: C57BL/6 * CBA,homeostasis/metabolism,25,0,0,abnormal adipose tissue morphology|decreased cell proliferation|decreased body weight|polyphagia|decreased embryo size|decreased circulating insulin level|increased insulin sensitivity|abnormal excitatory postsynaptic potential|abnormal brown adipose tissue morphology|enhanced coordination|decreased incidence of tumors by chemical induction|decreased circulating insulin-like growth factor I level|increased energy expenditure|decreased circulating cholesterol level|abnormal cell physiology|decreased circulating leptin level|increased basal metabolism|decreased brown fat cell lipid droplet size|decreased white fat cell size|decreased epididymal fat pad weight|abnormal brown adipose tissue physiology|decreased fasting circulating glucose level|decreased body fat mass|increased adipocyte glucose uptake|decreased susceptibility to diet-induced hepatic steatosis,22405073|26780512,extends,extended life span,0
MGI:5796653,Oxr1,homozygote,decreased,C57BL/6N-Oxr1<tm1a(EUCOMM)Wtsi>,nervous system,3,0,1,ataxia|neurodegeneration|increased neuron apoptosis,26668325,shortens,premature death,0
MGI:5796931,Slc6a5,homozygote,decreased,C57BL/6J-Slc6a5<trsl>/GrsrJ,behavior/neurological,5,0,1,malocclusion|decreased body size|abnormal gait|reduced fertility|tonic seizures,,shortens,premature death,1
